Label;ELMP;IP;Join;Min_MWP
Average price at node 8513;70,98651750536546;70,72805865049806;70,85133063051339;25,73008238885979
Average price at node 8581;61,278561672321196;61,243626302269;61,38796154463077;15,817207226924362
Average price at node 8588;18,251714919784888;18,33447305379335;18,343687973922275;12,737915092682371
Average price at node 8593;88,1279630279277;88,21833803089125;88,29236633046371;28,20770818316774
Average price at node 8596;82,25631059306579;82,1974097905922;82,3613063047721;45,72220065699008
Average price at node 8599;81,66254876112168;81,72834108306186;81,87777301730573;28,713507196922787
Average price at node 8610;16,574989096217163;16,863020166614575;16,877297087287232;10,513841982481601
Average price at node 8653;82,71194605572408;82,6829059374262;82,85949324544875;41,71579608788889
Average price at node 8685;85,7404171770416;85,35487327183328;85,40917753963424;25,154194982297426
Average price at node 8707;15,04908028116757;15,181996084475736;15,263672586041546;6,786253864460982
Average price at node 8725;73,71575682548446;73,53517859097408;73,67522826235967;32,2351328357722
Average price at node 8728;23,870582860293833;23,942304943530203;23,97597745398652;20,749537893452242
Average price at node 8737;23,965196728745187;24,145654815171266;24,151822363530034;3,3494207541245764
Average price at node 8745;10,154611533584559;10,168838266289006;10,168490300222231;7,726553311630979
Average price at node 8752;16,63340735907674;16,576536337855313;16,61133208502926;21,529538665858883
Average price at node 8791;81,5795549946696;81,55683505501024;81,66761834921971;42,811208505054374
Average price at node 8806;14,833513907425276;14,807046054107857;14,834039707762736;15,849482393532
Average price at node 8807;27,092446337183514;27,051469664463113;27,098387409973267;24,182458700167828
Average price at node 8828;30,687453833821106;30,77743091059809;30,81450503592654;24,113816815971433
Average price at node 8832;26,536168431982162;26,66518857160484;26,70207785456827;31,28090079465679
Average price at node 8834;10,917330823811639;10,92582499507199;10,925813370947601;9,136660893826631
Average price at node 8847;84,45449181877132;84,48433457586779;84,57956685996733;28,208597783784853
Average price at node 8848;48,84991387538813;48,705228251461016;48,74429487164438;14,903086360581332
Average price at node 8863;52,76590900586734;52,916597375977574;52,966809959229074;14,946614571425542
